Column1,Column2,Column3,Column4,Column5,Column6
nm0737820,Lorena Rojas,1971,2015,"actress,soundtrack,archive_footage","tt0279747,tt0459683,tt0244743,tt0205697"
nm0737912,Ana Patricia Rojo,1974,\N,"actress,archive_footage","tt0135033,tt0214356,tt0874292,tt1245565"
nm0737947,Tamara Rojo,1974,\N,"actress,art_director,executive","tt0125794,tt8149286,tt5663038,tt10069804"
nm0737953,Johan Rojstedt,1972,\N,"editor,actor,art_department","tt0177172,tt0881937,tt0956357,tt10028766"
nm0738261,Dara Rolins,1972,\N,"actress,music_department,soundtrack","tt1921162,tt3868240,tt4898360,tt0171806"
nm0738423,Brian Heffron,1973,\N,"actor,producer,director","tt1125849,tt0389312,tt0388780,tt1611816"
nm0738502,Samantha Rolls,1975,1996,miscellaneous,tt0103843
nm0738562,Lori Rom,1975,\N,"actress,archive_footage","tt1174954,tt0124718,tt0158552,tt3188502"
nm0738632,Regina Romain,1973,\N,"miscellaneous,producer,actress","tt0117913,tt2622550,tt0460637,tt0285370"
nm0738709,Lauren E. Roman,1975,\N,actress,"tt0065272,tt0118276,tt2349460,tt2281375"
nm0738749,Shari Roman,1974,2009,"director,producer,actress","tt0094453,tt0330216,tt0415119,tt0357659"
nm0738918,Lou Romano,1972,\N,"art_department,actor,animation_department","tt0433576,tt1754656,tt0278238,tt1230569"
nm0739035,Yekaterina Romanova,1974,\N,actress,"tt0076283,tt0263923,tt0090552,tt3785144"
nm0739081,Roman Romantsov,1975,\N,"actor,production_manager","tt0949506,tt0196381,tt0381936,tt0340265"
nm0739198,Sonja Romei,1973,\N,"actress,composer","tt30048340,tt0232785,tt0324197,tt9018960"
nm0739279,Tara Römer,1974,1999,actor,"tt0152930,tt0151137,tt0188506,tt0225605"
nm0739546,Patricia Romero,1972,\N,actress,"tt0438053,tt0307742,tt0190611,tt0222600"
nm0739620,Ayse Romey,1971,\N,actress,"tt0096476,tt0107533,tt0275869"
nm0739635,Monika Romic,1972,\N,"actress,writer","tt4348012,tt0111646,tt11173328,tt4792246"
nm0739678,Nic Romm,1974,\N,"actor,director,writer","tt1521197,tt1167599,tt20753164,tt3253986"
nm0739768,Evelyne Rompré,1975,\N,actress,"tt1717550,tt10837742,tt22507538,tt11699090"
nm0739919,Shebah Ronay,1972,\N,actress,"tt0098197,tt0108840,tt0111976,tt0101123"
nm0739948,Nicolas Ronchi,1972,\N,"casting_director,casting_department,miscellaneous","tt1167638,tt1657507,tt0283832,tt1563738"
nm0740090,Fabrizio Rongione,1973,\N,"actor,producer,writer","tt2737050,tt1827512,tt0285874,tt10287954"
nm0740169,Jule Ronstedt,1971,\N,"actress,writer,director","tt1331278,tt0118681,tt5880234,tt0215824"
nm0740180,Denisa Ronzani,1974,\N,"actress,miscellaneous","tt0199718,tt0114465,tt3755674,tt0260162"
nm0740231,Danny Rook,1971,\N,"actor,director,writer","tt0765824,tt13259748,tt4016376,tt0096597"
nm0740242,Teague Rook,1971,\N,actor,"tt0413895,tt0419367,tt0088580,tt1530541"
nm0740304,Brian Rooney,1972,\N,"actor,soundtrack","tt0098141,tt1343092,tt0101053,tt0096592"
nm0740371,Jeff Roop,1973,\N,"actor,producer,writer","tt2944198,tt0463944,tt1730697,tt0280347"
nm0740402,Eline Roos,1971,\N,actress,tt0122741
nm0740427,Kirk Roos,1972,\N,"producer,writer,actor","tt30443437,tt32827440,tt1935902,tt22409096"
nm0740469,Daniel Roosen,1974,\N,actor,tt0093713
nm0740505,Bonnie Root,1975,\N,"actress,producer,director","tt0150176,tt1196946,tt0368479,tt1646936"
nm0740516,James Root,1971,\N,"actor,composer,music_department","tt0437179,tt0246894,tt0492456,tt0379698"
nm0740518,Jefferson Root,1971,\N,"miscellaneous,director,writer","tt0115736,tt0378369,tt0190171"
nm0740612,Axelle Ropert,1972,\N,"writer,actress,director","tt1353793,tt0454486,tt10376800,tt2916510"
nm0740661,Sandra Roque,1971,\N,actress,"tt7900242,tt9046738,tt6351448,tt2749774"
nm0740828,Jessica Rosa,1972,\N,"assistant_director,actress,miscellaneous","tt4366444,tt0339880"
nm0740937,Yordi Rosado,1971,\N,"producer,actor","tt0224938,tt0991291,tt0411271,tt1180522"
nm0740946,Alessandra Rosaldo,1971,\N,"actress,music_department,soundtrack","tt2378281,tt0387717,tt10932638,tt0220882"
nm0741048,Marcio Rosario,1971,\N,"actor,producer,writer","tt27740180,tt8165086,tt4778408,tt1320253"
nm0741173,Dodo Roscic,1972,\N,"miscellaneous,producer,actress","tt2154039,tt4388216,tt0945527,tt10650934"
nm0741242,Anika Noni Rose,1972,\N,"actress,soundtrack,archive_footage","tt0780521,tt0443489,tt5848272,tt5001718"
nm0741293,Chad Rose,1971,\N,"stunts,actor","tt1657507,tt0119942,tt0132477,tt0421729"
nm0741303,Chris Rose,1971,\N,"actor,archive_footage","tt0339412,tt0790804,tt1627892,tt4816364"
nm0741351,Donita Rose,1974,\N,"actress,soundtrack","tt0383180,tt0309675,tt5075206,tt5538796"
nm0741448,Jalen Rose,1973,\N,"producer,writer,actor","tt15339570,tt0303714,tt1407061,tt33294894"
nm0741496,Julia Rose,1973,\N,"actress,producer,director","tt1568346,tt0337741,tt0412142,tt0321359"
nm0741559,Marilyn Rose,1971,\N,"actress,archive_footage","tt0143506,tt0135877,tt0144342,tt0148895"
nm0741588,Myim Rose,1971,2006,actress,"tt0105699,tt4333696"
nm0741592,Nectar Rose,1974,\N,actress,"tt0379786,tt0343660,tt0277371,tt0204946"
nm0741621,Rachel Rose,1975,\N,"actress,production_manager,miscellaneous","tt0139809,tt0914863,tt0865554,tt0112610"
nm0741645,Rochelle Rose,1974,\N,"producer,actress","tt0120338,tt2375255,tt0156639,tt0092965"
nm0741662,Scott Rose,1972,\N,actor,"tt2401007,tt0129992,tt1753543,tt0138992"
nm0741722,Vanya Rose,1972,\N,"actress,director,writer","tt10197632,tt1286161,tt1814637,tt12235964"
nm0741928,Brian M. Rosen,1971,\N,"miscellaneous,visual_effects,actor","tt0910970,tt0317705,tt0317219,tt1049413"
nm0741944,Dani Rosen,1971,\N,"animation_department,visual_effects","tt0132245,tt0185431,tt0261392,tt2071491"
nm0741946,Daniel P. Rosen,1971,\N,"visual_effects,art_department,producer","tt0133093,tt0796366,tt0458339,tt0120667"
nm0742146,Michael Rosenbaum,1972,\N,"actor,writer,producer","tt6791350,tt3896198,tt0279600,tt0146336"
nm0742230,Jacob Rosenberg,1973,\N,"director,producer,editorial_department","tt1754853,tt1591479,tt0170579,tt1124323"
nm0742288,Mikkel Rosenberg,1971,\N,actor,"tt0400156,tt0115588,tt0332960,tt0445063"
nm0742318,Robert Rosenberg,1975,\N,"actor,director,casting_director","tt0843364,tt1027020,tt12588196,tt1408900"
nm0742348,Vanna Rosenberg,1973,\N,"actress,writer,music_department","tt0367358,tt9141320,tt2243361,tt0115314"
nm0742445,Amalia Rosenblum,1974,\N,"writer,producer","tt0990427,tt8461932,tt0234452,tt4892646"
nm0742502,Zachary Rosencrantz,1975,\N,actor,"tt0099739,tt0092319,tt16368042,tt1467350"
nm0742543,Humberto Rossenfeld,1971,\N,actor,"tt0222599,tt0297627,tt0475916,tt0212677"
nm0742581,Dan Rosenfelt,1975,\N,"miscellaneous,producer,location_management","tt0217869,tt0167404,tt0816462,tt0275688"
nm0742683,Adeline Rosenstein,1971,\N,actress,"tt7904172,tt0156528,tt12433984"
nm0742709,Mario Rosenstock,1971,\N,"actor,writer,producer","tt2949374,tt2449608,tt0160611,tt0877105"
nm0742839,Sophie Rosentreter,1975,\N,"actress,archive_footage","tt0292648,tt1615953,tt0245603,tt1062187"
nm0742901,Bianca Rosetz,1972,\N,actress,"tt0293425,tt0111870,tt0264242,tt0215454"
nm0743029,Karolina Rosinska,1974,\N,actress,"tt0190668,tt0108457,tt0108942,tt0109972"
nm0743167,Rhonda Ross Kendrick,1971,\N,"actress,producer,archive_footage","tt0057731,tt0164292,tt0247102,tt0115144"
nm0743332,Darren Ross,1974,\N,"stunts,actor,miscellaneous","tt0120903,tt7888964,tt0427470,tt12003946"
nm0743571,Kate Ross,1973,\N,actress,"tt0112056,tt0160607"
nm0743605,Lee Ross,1971,\N,"actor,soundtrack,archive_footage","tt1020558,tt0096679,tt0117589,tt3561236"
nm0743682,Michael K. Ross,1971,\N,"camera_department,actor,producer","tt0119715,tt1596343,tt0185371,tt0095647"
nm0743748,Peter John Ross,1972,\N,"producer,composer,director","tt0439615,tt0340268,tt1590754,tt0382925"
nm0743834,Shavar Ross,1971,\N,"actor,director,writer","tt0089173,tt0077003,tt0396244,tt0080240"
nm0743896,Tracee Ellis Ross,1972,\N,"actress,producer,director","tt14921616,tt3487356,tt9308382,tt12221748"
nm0743902,Valeri Ross,1971,\N,actress,"tt7049682,tt2935510,tt2356777,tt5023260"
nm0743947,Roman Rossa,1972,\N,"actor,archive_footage","tt0920549,tt0447812,tt0853076,tt0388614"
nm0744037,Søren Rossen,1971,\N,actor,"tt6589620,tt0270379,tt4942694,tt0440749"
nm0744159,Douglas Rossi,1973,2020,actor,"tt1974241,tt2401729,tt2180421,tt1339110"
nm0744313,Sara Rossi,1972,\N,"assistant_director,miscellaneous,producer","tt5108870,tt0318462,tt0246677,tt0159103"
nm0744546,Simon X. Rost,1972,\N,"writer,director,assistant_director","tt0346054,tt0279965,tt2324130,tt7290228"
nm0744571,Sybilla Rostek,1972,\N,actress,"tt0210056,tt0275116,tt0300657,tt0441074"
nm0744592,Andreas Rostock,1975,\N,"editorial_department,visual_effects,miscellaneous","tt0146316,tt0862467,tt4547194,tt5727282"
nm0744682,Jens Rosén,1974,\N,actor,"tt6866280,tt0276508,tt0227155"
nm0744711,David Rotan,1975,\N,"director,producer,actor","tt3190044,tt0284120,tt5656856,tt10782918"
nm0744889,Jordan Roth,1975,\N,"actor,producer,writer","tt0125209,tt0159876,tt10410850,tt4995846"
nm0744925,Marc Roth,1971,\N,visual_effects,"tt0343818,tt1535108,tt1136608,tt1825683"
nm0744938,Mia Roth,1974,\N,actress,tt0086490
nm0744982,Philipp Roth,1972,\N,"writer,producer,actor","tt0780134,tt1686768,tt3107726,tt1177054"
nm0745132,Nina Rothemund,1975,\N,actress,"tt1169429,tt0388858,tt0081929,tt0149431"
nm0745231,Joel Rothman,1975,\N,"producer,actor","tt0119269,tt1071810,tt0222667,tt4048668"
nm0745393,Tom Rotolo,1971,\N,"production_manager,miscellaneous,producer","tt0210405,tt0111910,tt2341735,tt0056758"
nm0745402,Lisa Rotondi,1972,\N,actress,"tt0116695,tt0362359,tt0165874,tt0313043"
nm0745403,Todd Rotondi,1974,\N,"actor,producer,casting_director","tt1049402,tt0048845,tt2312278,tt1045770"
nm0745438,Ariel Rotter,1973,\N,"director,producer,writer","tt4955012,tt0499540,tt0243569,tt18340076"
nm0745509,Laila Rouass,1971,\N,"actress,archive_footage,archive_sound","tt0816462,tt0240510,tt0808096,tt0302103"
nm0745775,Markos Rounthwaite,1972,\N,"director,producer,stunts","tt1560220,tt1300854,tt1515091,tt2515034"
nm0746069,Olivia Rousset,1971,\N,"producer,camera_department,miscellaneous","tt0350436,tt0398602,tt0407361,tt7375218"
nm0746106,Marianne Roussy,1972,\N,"sound_department,director","tt0293662,tt0133385,tt13841874,tt31436598"
nm0746393,Dominic Rowan,1971,\N,actor,"tt0115387,tt0115294,tt0118933,tt0115355"
nm0746626,Cassie Rowell,1971,\N,actress,"tt0350028,tt0817230,tt0791304,tt0247638"
nm0746848,Catriona Rowntree,1971,\N,"actress,archive_footage","tt12351702,tt0207934,tt0267151,tt0472580"
nm0746908,Bobbi Roxxs,1974,\N,actress,"tt0465256,tt0274810"
nm0746912,Lady Roxy,1971,\N,"actress,archive_footage","tt0172518,tt0877665,tt7366360,tt0346760"
nm0747056,Jasmine Roy,1972,\N,actress,"tt0105306,tt9361776,tt0224884,tt32263042"
nm0747075,Julie Roy,1973,\N,"producer,miscellaneous,production_manager","tt7970452,tt8253972,tt5230196,tt33007635"
nm0747114,Maxim Roy,1972,\N,"actress,producer,director","tt11802564,tt5834426,tt0429422,tt1319690"
nm0747540,Galit Rozen,1971,1994,"director,actress",tt0146342
nm0747725,Kimberly Ruane,1975,\N,"editorial_department,writer,producer","tt0385880,tt0282748,tt1232838,tt1727254"
nm0747983,Rossano Rubicondi,1972,2021,"actor,archive_footage","tt0119055,tt0200669,tt0190923,tt0204103"
nm0748193,Marianna Rubinchik,1974,\N,actress,"tt5151028,tt0981316,tt0108009,tt0484297"
nm0748338,Ingrid Rubio,1975,\N,"actress,archive_footage","tt0117866,tt0255679,tt0168749,tt0362718"
nm0748365,Miguel Ángel Rubio,1973,\N,sound_department,"tt0119262,tt0346235,tt0266381,tt2219163"
nm0748368,Paulina Rubio,1971,\N,"music_artist,actress,composer","tt0257076,tt0211778,tt0257568,tt0222868"
nm0748425,Ruby,1972,\N,"actress,executive,archive_footage","tt0281098,tt0192790,tt0238069,tt1511327"
nm0748470,Erick Rubín,1971,\N,"actor,soundtrack,archive_footage","tt0210426,tt0211770,tt0274252,tt0414766"
nm0748483,Richard Ruccolo,1972,\N,actor,"tt0137330,tt0250202,tt1198138,tt0375355"
nm0748541,Lamman Rucker,1971,\N,"actor,producer,music_department","tt0906108,tt1236199,tt1289419,tt1319598"
nm0748598,Anne Blohm Rudbæk,1974,\N,"producer,production_manager,miscellaneous","tt3140100,tt9251798,tt27704759,tt0400156"
nm0748676,Tim Ruddy,1972,\N,writer,"tt10591302,tt0407424,tt0065323,tt0407423"
nm0748815,Francesca Rudkin,1973,\N,actress,"tt0205645,tt0297635,tt0267413,tt0329783"
nm0748897,Jami Rudofsky,1972,\N,"casting_director,casting_department,miscellaneous","tt2191701,tt0238784,tt33512134,tt0118437"
nm0748912,Jamile Massalkhi Rudolf,1972,\N,"actress,writer","tt0246370,tt1045779,tt0367826,tt1006893"
nm0748920,Rüdiger Rudolph,1972,\N,actor,"tt0806910,tt0222096,tt1614433,tt0108979"
nm0748973,Maya Rudolph,1972,\N,"actress,producer,writer","tt1478338,tt1176740,tt1727388,tt0072562"
nm0748992,Scott Rudolph,1975,\N,"actor,producer","tt0311862,tt0284347,tt0346165,tt0281825"
nm0749017,Joshua Rudoy,1975,\N,actor,"tt0093148,tt0099582,tt0098947,tt0092319"
nm0749148,Maria Rueff,1972,\N,"actress,writer","tt4562260,tt0236903,tt1876839,tt0390754"
nm0749192,Erika Ruen,1975,\N,\N,"tt0177458,tt0202547"
nm0749227,Niels Ruf,1973,\N,"actor,writer,director","tt0406426,tt0289623,tt1165066,tt4699934"
nm0749301,Manuel Rufini,1971,\N,actor,"tt0134119,tt2297972,tt0328797,tt1131145"
nm0749456,Allelon Ruggiero,1971,\N,"actor,director,producer","tt0097165,tt0119099,tt0117894,tt33384155"
nm0749519,Marius Ruhland,1975,\N,"composer,music_department,soundtrack","tt0486655,tt0813547,tt0246677,tt5584732"
nm0749523,Elin Ruhlin Gjuvsland,1974,\N,actress,"tt0268807,tt1366792"
nm0749573,Catarina Ruivo,1971,\N,"editor,director,writer","tt0419445,tt0793423,tt1996245,tt10153626"
nm0749715,Carmen Ruiz,1974,\N,"actress,soundtrack","tt5790492,tt2311348,tt2046090,tt1528080"
nm0749886,Nelson Ruiz,1974,2019,producer,"tt2955856,tt1244655,tt0271897,tt4578462"
nm0749976,Monica Ruiz-Ziegler,1973,\N,"costume_department,costume_designer,miscellaneous","tt3276924,tt0993842,tt1480295,tt0120787"
nm0749989,Tomislav Rukavina,1975,\N,"director,actor,writer","tt1305794,tt1614624,tt2236630,tt32660413"
nm0749991,Filipp Rukavishnikov,1974,\N,actor,tt0085932
nm0750005,Todd Rulapaugh,1972,\N,"actor,writer,producer","tt13414318,tt20230770,tt5888838"
nm0750041,Anri Rulkov,1972,2008,"director,editor,writer","tt7928176,tt0447198,tt0842558,tt1848472"
nm0750046,Sebastián Rulli,1975,\N,"actor,composer,archive_footage","tt1091916,tt3223004,tt5378734,tt7261848"
nm0750112,Rumica Powers,1973,\N,"actress,archive_footage","tt4885458,tt0412652,tt10710078,tt0336643"
nm0750145,Lee Rumohr,1975,\N,"actor,stunts","tt0431721,tt0262985,tt0211938,tt0493327"
nm0750148,Christina Rumore,1972,\N,"casting_department,miscellaneous,actress","tt0251896,tt0165857,tt0279750,tt0160649"
nm0750152,Judith Rumpf,1973,\N,"actress,writer","tt0806910,tt0196264,tt2535636,tt33033747"
nm0750718,Claire Rushbrook,1971,\N,"actress,archive_footage","tt0117589,tt4015216,tt2407574,tt8359654"
nm0750758,Jared Rushton,1974,\N,actor,"tt0097523,tt0094737,tt0093693,tt0099327"
nm0750770,Ryan Rushton,1975,\N,actor,"tt0088559,tt0097457,tt0090547,tt0094582"
nm0750831,Oded Ruskin,1971,\N,"director,producer,writer","tt3377134,tt6794990,tt3602528,tt0339763"
nm0750956,Melinda Russel,1974,\N,"actress,archive_footage","tt0125344,tt0160701,tt20420398,tt0125498"
nm0751295,Lisa Ann Russell,1972,\N,"miscellaneous,actress","tt0113037,tt0109144,tt0114751,tt0147505"
nm0751301,Lucy Russell,1972,\N,"actress,producer","tt10466872,tt24053860,tt30088743,tt15939198"
nm0751564,Fausto Russo Alesi,1973,\N,"actor,writer","tt1379222,tt14137416,tt7736478,tt1565068"
nm0751648,Joe Russo,1971,\N,"producer,director,actor","tt4154796,tt6710474,tt4154756,tt1843866"
nm0751731,Sandra Russo,1974,\N,"actress,archive_footage","tt7355200,tt21253964,tt10712392,tt2828516"
nm0751741,Tomer Russo,1973,\N,actor,"tt0112135,tt0288979,tt0278828,tt0163728"
nm0751759,Tania Russof,1974,\N,"actress,make_up_department,miscellaneous","tt0192667,tt0113166,tt0122218,tt0117411"
nm0751862,Szabolcs Ruszina,1972,\N,actor,"tt5871080,tt19857862,tt1166111,tt0338801"
nm0752005,Emily Rutherfurd,1974,\N,"actress,soundtrack","tt0283111,tt1980209,tt0368709,tt0365983"
nm0752174,Troy Rutter,1973,\N,"actor,miscellaneous,writer","tt2347204,tt1130087,tt1764235,tt13702250"
nm0752185,Laura Ruttkay,1975,\N,actress,"tt0297741,tt2941158,tt0192875,tt0446224"
nm0752188,Frank Ruttloff,1972,\N,"actor,archive_footage","tt0103487,tt0093151,tt0075474,tt0077076"
nm0752289,Juan Ruz,1972,\N,actor,"tt0109218,tt0118104"
nm0752370,Irina Ryabtseva,1971,\N,actress,"tt5839394,tt0106832,tt1630050,tt5787716"
nm0752406,Amanda Ryan,1971,\N,"actress,soundtrack","tt0127536,tt0053494,tt0120532,tt0260615"
nm0752408,Amy Ryan Gunson,1973,\N,"visual_effects,producer","tt1456941,tt0382992,tt3450958,tt3385516"
nm0752471,Chris Ryan,1972,\N,actor,"tt1269717,tt1928307,tt7743938,tt3837246"
nm0752575,Ian Eugene Ryan,1975,\N,"actor,writer,producer","tt7326106,tt0282891,tt0228979"
nm0752604,Jennifer Ryan,1973,\N,"producer,production_manager","tt0117167,tt0113650"
nm0752633,John Damien Ryan,1972,\N,"editorial_department,editor,miscellaneous","tt0253556,tt0257568,tt0230011,tt0453556"
nm0752682,Lisa Dean Ryan,1972,\N,"actress,soundtrack","tt0096569,tt0108741,tt0202179,tt0105972"
nm0752698,Marisa Ryan,1974,\N,"actress,director,writer","tt0243655,tt0200027,tt0156417,tt0096643"
nm0752845,Shayna Ryan,1972,\N,"actress,archive_footage","tt0131436,tt0198009,tt0115320,tt0208676"
nm0752893,Tracy Ryan,1972,\N,"actress,archive_footage","tt0217334,tt0214299,tt0268229,tt0347014"
nm0752957,Hana Stádlerová,1972,\N,actress,"tt7296480,tt3868430,tt3156654,tt3450368"
nm0752993,Linda Rybová,1975,\N,"actress,soundtrack","tt0244479,tt0167644,tt0239102,tt0283027"
nm0753039,Emma Rydal,1973,\N,"actress,soundtrack","tt0166175,tt0144728,tt33402829,tt0295635"
nm0753065,Amy Rydell,1971,\N,"actress,stunts,miscellaneous","tt2732442,tt0240628"
nm0753104,Felecia Ryder,1975,\N,"actress,archive_footage","tt1168641,tt0824697,tt0281785,tt0259895"
nm0753202,Anana Rydvald,1972,\N,"actress,miscellaneous","tt2543164,tt0348836,tt5109784,tt13521006"
nm0753296,Ken Ryker,1972,\N,"actor,director,writer","tt0382272,tt0243525,tt0241907,tt0122884"
nm0753322,Jonathan Ryland,1973,\N,actor,"tt0468569,tt1182350,tt0264246,tt0867005"
nm0753374,Louise Ryme,1975,\N,"actress,director,writer","tt1132620,tt8329536,tt12304420,tt1634549"
nm0753377,Daniel Rymer,1975,\N,actor,"tt0096555,tt0443464,tt0810637,tt0783518"
nm0753416,Ryô,1973,\N,"actress,director,miscellaneous","tt0331834,tt1191111,tt0384819,tt0405821"
nm0753423,Ryoo Seung-wan,1973,\N,"director,writer,actor","tt4768764,tt14810692,tt2357377,tt0457007"
nm0753500,Marcin Rywin,1973,\N,"assistant_director,miscellaneous","tt0108052,tt0110330"
nm0753511,Ivan Ryzhikov,1974,\N,actor,"tt1147714,tt3693290,tt0277482,tt33396917"
nm0753550,Roland Rába,1974,\N,"actor,archive_footage","tt0243452,tt2844798,tt2182121,tt7759362"
nm0753558,Attila Rácz,1974,\N,"actor,casting_department,script_department","tt0146592,tt0106901,tt0123381,tt0185534"
nm0753652,Marie Réache,1971,\N,actress,"tt0423713,tt0296686,tt0210167,tt0106531"
nm0753696,Natacha Régnier,1972,\N,"actress,soundtrack","tt0205735,tt0120449,tt6109080,tt0116198"
nm0753741,Samantha Rénier,1974,\N,actress,"tt0360259,tt0176393,tt0123363,tt22025926"
nm0753752,Jan Révai,1974,\N,"actor,director,writer","tt0187738,tt0169863,tt21866806,tt5976538"
nm0753756,Balázs Révész,1973,\N,"camera_department,cinematographer","tt2106651,tt0479997,tt1486192,tt1267297"
nm0753876,Oskar Rózsa,1974,\N,"music_department,composer","tt1179788,tt0381505,tt2080325,tt1495883"
nm0753933,Axel Röhrle,1971,\N,actor,"tt0106178,tt0806910,tt9179974,tt0250573"
nm0753946,Fabian Römer,1973,\N,"composer,music_department,soundtrack","tt1223934,tt0806910,tt0443076,tt1731693"
nm0753954,Nienke Römer,1975,\N,"actress,writer,director","tt21189854,tt6676884,tt13130662,tt5876318"
nm0753974,Sofia Rönnegård,1974,\N,actress,"tt5598192,tt0342636,tt19878236,tt0305123"
nm0753982,Eva Röse,1973,\N,"actress,producer,writer","tt1129398,tt9318602,tt8060454,tt2180271"
nm0754010,Frank Röthen,1973,\N,\N,tt0245603
